Unnamed: 0,Location,Company_Revenue,python,sql,machine learning,r,hadoop,Job_Title,Queried_Salary,Job_Type,Skill,No_of_Skills,Company,No_of_Stars,No_of_Reviews,Company_Industry,IL,WA,MD,DC,NC,Other_states,Consulting and Business Services,Internet and Software,Banks and Financial Services,Health Care,Insurance,Other_industries,Company_Employees,tableau,sas,spark,java,Others,CA,NY,VA,TX,MA
5401,CA,Missing,1,1,0,0,0,Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Business Intelligence', 'Microsoft SQL Server', 'Data Mining', 'XML', 'SAP', 'Ansible', 'SQL', 'JSON', '.Net', 'Big Data', 'Data Warehouse', 'Informatica', 'NoSQL', 'Python', 'PHP', 'AWS']",17,ThirdLove,4,47.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",0,0,0,0,1,1,0,0,0,0
5402,MN,Missing,1,0,0,0,1,AWS Big Data Engineer,140000-159999,data_engineer,"['Hadoop', 'DynamoDB', 'Scala', 'Java', 'Spark', 'Design Experience', 'Informatica', 'NoSQL', 'Python', 'AWS']",10,,4,14988.0,Not Listed,0,0,0,0,0,1,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5403,MA,Missing,0,0,0,0,1,Senior Data Engineer,140000-159999,data_engineer,"['Pig', 'Cassandra', 'Hive', 'Spark', 'Hadoop', 'Google Cloud Platform', 'CI/CD']",7,Spotify,4,35.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,0,1,0,0,0,0,1
5404,,Missing,0,1,0,0,1,Big Data Engineer,140000-159999,data_engineer,"['Akka', 'Tomcat', 'Hadoop', 'Scala', 'Kafka', 'SQL', 'Apache', 'Java', 'Cassandra', 'Kanban', 'Spark', 'Troubleshooting', 'Git', 'REST', 'Jira', 'AWS']",16,Realogy,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5405,NY,Missing,1,0,0,0,1,"Big Data Engineer (Back end developer, Spark/Kubernettes)",140000-159999,data_engineer,"['Hive', 'Test Automation', 'Hadoop', 'Kafka', 'Scala', 'CI/CD', 'Big Data', 'Spark', 'Data Warehouse', 'CI', 'Docker', 'NoSQL', 'Python', 'Jenkins', 'AWS']",15,IBM,4,23477.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,0,1,0,1,0,1,0,0,0
5406,CA,Missing,1,1,0,0,1,"Senior Data Engineer, FinTech and Membership Platform",140000-159999,data_engineer,"['Pig', 'Java', 'Hive', 'Spark', 'Hadoop', 'Kafka', 'Scala', 'Python', 'Elasticsearch', 'SQL']",10,Netflix,4,421.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5407,CA,Missing,1,0,1,0,1,Machine Data Engineer,140000-159999,data_engineer,"['TensorFlow', 'Hive', 'Machine Learning', 'Hadoop', 'Kafka', 'C/C++', 'Cassandra', 'Spark', 'NoSQL', 'Python']",10,"Faraday Future, Inc.",3,37.0,Auto,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,1,0,1,1,0,0,0,0
5408,,Missing,0,0,0,1,1,Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Chef', 'Hive', 'Ruby', 'Hadoop', 'R', 'Scala', 'React', 'S3', 'MySQL', 'Spark', 'Redis', 'AWS']",13,Custoria,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5409,CA,Missing,0,0,0,0,1,Mediabrands Data & Technology - Data Engineer,140000-159999,data_engineer,"['Hadoop', 'Scala', 'Marketing', 'Digital Marketing', 'Java', 'Big Data', 'S3', 'Kanban', 'Spark', 'Design Experience', 'Software Development', 'OOP', 'AWS', 'Threading']",14,IPG Mediabrands,4,48.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,1,1,1,1,0,0,0,0
5410,CA,Missing,0,1,0,0,1,Java Data Engineer (SQL/NoSQL),140000-159999,data_engineer,"['System Design', 'Hadoop', 'Scala', 'SQL', 'Java', 'Design Experience', 'NoSQL', 'Elasticsearch']",8,Palo Alto Networks,4,56.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,0,1,1,1,0,0,0,0
5411,WA,Missing,1,1,1,0,1,Data Engineer,140000-159999,data_engineer,"['Machine Learning', 'Hadoop', 'Kafka', 'Azure', 'SQL', 'Big Data', 'Spark', 'NoSQL', 'OOP', 'Python', 'AWS']",11,UiPath,2,2.0,Internet and Software,0,1,0,0,0,0,0,1,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5412,CA,$1B to $5B (USD),1,1,0,0,0,Senior Data Engineer - Fraud Prevention,140000-159999,data_engineer,"['Linux', 'Scala', 'Kafka', 'Oracle', 'SQL', 'Java', 'S3', 'Spark', 'Python', 'AWS']",10,Intuit,4,1103.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,1,1,1,0,0,0,0
5413,CA,Missing,1,1,0,0,1,"Senior Data Engineer, Studio Data Engineering",140000-159999,data_engineer,"['Hive', 'Spark', 'Hadoop', 'Scala', 'Python', 'SQL']",6,Netflix,4,421.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,missing,0,0,1,0,1,1,0,0,0,0
5414,NY,More than $10B (USD),1,0,1,0,0,Machine Learning Data Engineer,140000-159999,data_engineer,"['TensorFlow', 'Machine Learning', 'Kafka', 'Scala', 'Ansible', 'Java', 'Spark', 'Kubernetes', 'CI', 'Design Experience', 'Docker', 'Python', 'Military Experience', 'Jenkins', 'AWS']",15,Capital One,4,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,1,1,1,0,1,0,0,0
5415,NY,More than $10B (USD),1,0,1,0,0,Machine Learning Data Engineer,140000-159999,data_engineer,"['TensorFlow', 'Machine Learning', 'Kafka', 'Scala', 'Ansible', 'Java', 'Spark', 'Kubernetes', 'CI', 'Design Experience', 'Docker', 'Python', 'Military Experience', 'Jenkins', 'AWS']",15,Capital One,4,6791.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,1,1,1,0,1,0,0,0
5416,IL,Missing,1,0,0,0,0,Sr. Market Data Engineer,140000-159999,data_engineer,"['Linux', 'Go', 'Network', 'C/C++', 'Java', 'Python', 'TCP']",7,Peak6,4,2.0,Not Listed,1,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,0,0,0,0,0
5417,NY,Missing,1,1,1,0,0,Principal Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Machine Learning', 'DynamoDB', 'Scala', 'SQL', 'Java', 'S3', 'Spark', 'Kubernetes', 'Python', 'AWS']",11,ZocDoc,4,45.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,1,1,0,1,0,0,0
5418,CA,Missing,1,1,1,0,1,AWS Data Engineer,140000-159999,data_engineer,"['Xero', 'Hive', 'Machine Learning', 'Hadoop', 'Kafka', 'Scala', 'SQL', 'Java', 'S3', 'Spark', 'NoSQL', 'Shell Scripting', 'Python', 'AWS']",14,Bill.com,4,11.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5419,,Missing,1,0,0,0,1,Data Engineer,140000-159999,data_engineer,"['Pig', 'Hive', 'Scripting', 'Hadoop', 'Oracle', 'HBase', 'Big Data', 'S3', 'Spark', 'Data Warehouse', 'Design Experience', 'Python', 'AWS']",13,Lab126,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5420,TX,Missing,1,0,0,0,1,Senior Data Engineer,140000-159999,data_engineer,"['Linux', 'Hadoop', 'Scala', 'Java', 'Spark', 'Git', 'NoSQL', 'Shell Scripting', 'Python', 'AWS']",10,The Zebra,4,3.0,Insurance,0,0,0,0,0,0,0,0,0,0,1,0,missing,0,0,1,1,1,0,0,0,1,0
5421,WA,Missing,1,1,0,0,0,CORE - Data Engineer,140000-159999,data_engineer,"['Spark', 'Design Experience', 'Scripting', 'Azure', 'Google Cloud Platform', 'Python', 'SQL', 'AWS']",8,Logic20/20,4,8.0,Consulting and Business Services,0,1,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,1,0,1,0,0,0,0,0
5422,,Missing,1,1,0,0,1,Big Data Engineer,140000-159999,data_engineer,"['Akka', 'Linux', 'SQL', 'Apache', 'Jira', 'Hadoop', 'Scala', 'Kafka', 'Java', 'Cassandra', 'Kanban', 'Spark', 'Troubleshooting', 'Git', 'REST', 'NoSQL', 'Python', 'AWS']",18,Realogy,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5423,CA,Missing,1,0,0,0,0,Data Engineer,140000-159999,data_engineer,"['Data Warehouse', 'Python']",2,Jobspring Partners,4,31.0,Human Resources and Staffing,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,0,0,1,1,0,0,0,0
5424,,Missing,1,1,0,0,1,Hadoop Data Engineer,140000-159999,data_engineer,"['Linux', 'Hadoop', 'Scripting', 'Scala', 'Kafka', 'HBase', 'SQL', 'Tableau', 'Big Data', 'T-SQL', 'Cassandra', 'PL/SQL', 'Spark', 'Data Warehouse', 'Shell Scripting', 'Python']",16,Rockstar San Diego,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,1,0,1,0,0,0,0,0
5425,NY,Missing,1,1,1,0,1,Big Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Linux', 'Hive', 'Machine Learning', 'Hadoop', 'SQL', 'Tableau', 'Java', 'Node.js', 'Spark', 'Git', 'Shell Scripting', 'Python', 'Jenkins', 'AWS']",15,Symphony Talent,3,5.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,1,1,1,0,1,0,0,0
5426,CO,Less than $1B (USD),0,0,0,0,1,Big Data Engineer,140000-159999,data_engineer,"['Hive', 'Azure', 'Apache', 'S3', 'CI', 'Design Experience', 'Jenkins', 'SVN', 'TFS', 'Hadoop', 'Scala', 'Kafka', 'HBase', 'Java', 'Cassandra', 'Maven', 'MongoDB', 'Spark', 'Git', 'Ant']",20,CapTech Consulting,4,15.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0,"Less than 10,000",0,0,1,1,1,0,0,0,0,0
5427,CA,Missing,1,0,0,0,0,Sr. Data Engineer,140000-159999,data_engineer,"['Go', 'Software Development', 'Python', 'AWS']",4,Twitch,4,44.0,"Media, News and Publishing",0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",0,0,0,0,1,1,0,0,0,0
5428,CA,Missing,1,1,0,0,0,Senior Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Hive', 'Pentaho', 'Oracle', 'SQL', 'HTML5', 'Java', 'Informatica', 'CSS', 'Python']",10,Pray,3,2.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,1,0,0,0,0
5429,CA,More than $10B (USD),1,1,1,0,1,CCBD Technology - Data Engineer,140000-159999,data_engineer,"['Machine Learning', 'Hadoop', 'SQL', 'Spark', 'Python']",5,Goldman Sachs,4,1226.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,1,0,0,1,0,0,0,0
5430,TX,More than $10B (USD),1,1,0,0,1,Big Data Engineer,140000-159999,data_engineer,"['Hive', 'SQL', 'Big Data', 'Design Experience', 'Hadoop', 'Scala', 'Tableau', 'Java', 'Cassandra', 'Spark', 'Data Warehouse', 'QlikView', 'NoSQL', 'Python']",14,JPMorgan Chase,4,21159.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",1,0,1,1,1,0,0,0,1,0
5431,CA,Missing,0,0,0,0,1,"Senior Data Engineer, Product",140000-159999,data_engineer,"['Pig', 'Java', 'Hive', 'Spark', 'Hadoop', 'Scala']",6,Netflix,4,421.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5432,MA,Missing,0,0,1,0,0,Senior Data Engineer,140000-159999,data_engineer,"['TensorFlow', 'Machine Learning', 'Go', 'Google Cloud Platform', 'Apache', 'MySQL', 'Spark', 'Kubernetes', 'Docker', 'REST']",10,Mercari,4,11.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,1
5433,,Missing,1,0,1,0,1,Senior Data Engineer,140000-159999,data_engineer,"['Pig', 'TensorFlow', 'Machine Learning', 'Perl', 'MySQL', 'PostgreSQL', 'Ruby', 'Hadoop', 'Kafka', 'Spark', 'NoSQL', 'Python', 'VersionOne', 'AWS']",14,Shippo,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5434,IL,Less than $1B (USD),0,0,0,0,1,Big Data Engineer,140000-159999,data_engineer,"['Hive', 'Azure', 'Apache', 'S3', 'CI', 'Design Experience', 'Jenkins', 'SVN', 'TFS', 'Hadoop', 'Scala', 'Kafka', 'HBase', 'Java', 'Cassandra', 'Maven', 'MongoDB', 'Spark', 'Git', 'Ant']",20,CapTech Consulting,4,15.0,Consulting and Business Services,1,0,0,0,0,0,1,0,0,0,0,0,"Less than 10,000",0,0,1,1,1,0,0,0,0,0
5435,CA,Missing,1,0,0,0,1,SENIOR DATA ENGINEER,140000-159999,data_engineer,"['Hadoop', 'Kafka', 'Scala', 'Java', 'Spark', 'Data Warehouse', 'Python']",7,Ultimate Software,4,194.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,1,1,1,0,0,0,0
5436,CA,Missing,0,1,0,0,0,Senior Data Engineer,140000-159999,data_engineer,"['Akka', 'Big Data', 'Java', 'System Design', 'Spark', 'Scala', 'Kafka', 'Google Cloud Platform', 'SQL']",9,Credit Karma,3,6.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5437,CA,Missing,1,1,0,0,0,Senior Data Engineer,140000-159999,data_engineer,"['Big Data', 'Hive', 'Spark', 'Python', 'SQL']",5,Coursera,4,11.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,1,0,0,0,0
5438,VA,More than $10B (USD),0,0,0,0,1,Data Engineer,140000-159999,data_engineer,"['Pig', 'Linux', 'Hive', 'Eclipse', 'S3', 'Software Development', 'OOP', 'Jenkins', 'SVN', 'Ruby', 'TS/SCI Clearance', 'Hadoop', 'HBase', 'Java', 'Maven', 'Cassandra', 'MongoDB', 'Data Warehouse', 'Git', 'REST']",20,Boeing,4,5876.0,Aerospace and Defense,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",0,0,0,1,1,0,0,1,0,0
5439,MA,Missing,0,1,1,0,0,Sr Data Engineer,140000-159999,data_engineer,"['Java', 'MySQL', 'Spark', 'Analysis Skills', 'Machine Learning', 'Data Warehouse', 'Design Experience', 'PostgreSQL', 'Scala', 'SQL']",10,McGraw-Hill Education,4,237.0,Education and Schools,0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",0,0,1,1,1,0,0,0,0,1
5440,CA,Missing,1,0,1,1,0,Senior Data Engineer,140000-159999,data_engineer,"['Machine Learning', 'R', 'Scala', 'S3', 'Spark', 'Docker', 'Python', 'AWS']",8,ZestFinance,3,3.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,1,0,0,0,0
5441,,Missing,0,0,0,0,0,Lead Data Engineer,140000-159999,data_engineer,"['Java', 'S3', 'Project Leadership', 'Data Warehouse', 'Design Experience', 'NoSQL', 'DynamoDB', 'AWS']",8,Asics Digital,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,0,0,0,0,0
5442,,Missing,1,0,1,0,0,Senior Data Engineer,140000-159999,data_engineer,"['Machine Learning', 'Scala', 'Kafka', 'Apache', 'Java', 'Natural Language Processing', 'Cassandra', 'Spark', 'PostgreSQL', 'Python', 'AWS']",11,WW International (formerly Weight Watchers),0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5443,CA,Missing,0,0,1,0,1,Sr. Data Engineer; IT eCommerce,140000-159999,data_engineer,"['Business Intelligence', 'Hive', 'Machine Learning', 'Hadoop', 'DynamoDB', 'Service-Oriented Architecture', 'Apache', 'NoSQL', 'Elasticsearch', 'AWS']",10,Levi Strauss & Co.,4,1898.0,Retail,0,0,0,0,0,0,0,0,0,0,0,1,"10,000+",0,0,0,0,1,1,0,0,0,0
5444,CA,Missing,0,1,0,0,1,Senior Data Engineer,140000-159999,data_engineer,"['Hive', 'Hadoop', 'SQL', 'HTTPS', 'Big Data', 'Spark', 'Data Warehouse', 'Software Development', 'REST']",9,EasyPost,3,3.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,1,0,0,0,0
5445,CA,Missing,1,1,0,0,1,Senior Data Engineer,140000-159999,data_engineer,"['Hive', 'Database Administration', 'SQL', 'Big Data', 'S3', 'Web Development', 'Business Intelligence', 'Ruby', 'Hadoop', 'Scala', 'Spark', 'Data Warehouse', 'Docker', 'Python', 'AWS']",15,Fullscreen Media,4,33.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,1,0,0,0,0
5446,CA,Missing,1,1,0,0,0,Sr Data Engineer,140000-159999,data_engineer,"['Linux', 'Hive', 'Scripting', 'Perl', 'SQL', 'Java', 'MongoDB', 'NoSQL', 'Python', 'AWS']",10,LendingClub,4,64.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"Less than 10,000",0,0,0,1,1,1,0,0,0,0
5447,PA,Less than $1B (USD),0,0,0,0,1,Big Data Engineer,140000-159999,data_engineer,"['Hive', 'Azure', 'Apache', 'S3', 'CI', 'Design Experience', 'Jenkins', 'SVN', 'TFS', 'Hadoop', 'Scala', 'Kafka', 'HBase', 'Java', 'Cassandra', 'Maven', 'MongoDB', 'Spark', 'Git', 'Ant']",20,CapTech Consulting,4,15.0,Consulting and Business Services,0,0,0,0,0,1,1,0,0,0,0,0,"Less than 10,000",0,0,1,1,1,0,0,0,0,0
5448,,Missing,1,1,0,0,0,Sr. Data Engineer,140000-159999,data_engineer,"['SQL', 'Design Experience', 'PostgreSQL', 'Python', 'AWS']",5,Carrot Inc.,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
5449,,Missing,1,1,0,0,1,Senior Data Engineer,140000-159999,data_engineer,"['Hive', 'Hadoop', 'Scala', 'DynamoDB', 'SQL', 'Java', 'S3', 'Spark', 'Data Warehouse', 'Software Development', 'Python', 'AWS']",12,Kinsa Inc.,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5450,,Missing,1,0,0,0,0,Senior Data Engineer,140000-159999,data_engineer,"['Google Cloud Platform', 'GIS', 'Python', 'AWS']",4,zesty.ai,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
5451,CA,Missing,1,0,1,0,1,Data Engineer II - Data Operations and Infrastructure,140000-159999,data_engineer,"['Hive', 'Machine Learning', 'Hadoop', 'CI/CD', 'Teradata', 'Java', 'Spark', 'CI', 'Software Development', 'Python', 'OOP', 'AWS']",12,Shutterfly,4,376.0,Retail,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,1,1,1,1,0,0,0,0
5452,IL,Less than $1B (USD),0,0,0,0,1,Senior Data Engineer,140000-159999,data_engineer,"['Big Data', 'Spark', 'Hadoop', 'NoSQL', 'Kafka', 'CI/CD']",6,ThoughtWorks,4,64.0,Internet and Software,1,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,0,1,0,0,0,0,0
5453,CA,$5B to $10B (USD),0,1,0,0,1,MTS1 Big Data Engineer,140000-159999,data_engineer,"['Linux', 'Hive', 'AI', 'Hadoop', 'Scripting', 'Scala', 'Kafka', 'HBase', 'SQL', 'Java', 'Big Data', 'Spark', 'Shell Scripting', 'REST', 'OOP', 'Elasticsearch']",16,Paypal,4,988.0,Banks and Financial Services,0,0,0,0,0,0,0,0,1,0,0,0,"10,000+",0,0,1,1,1,1,0,0,0,0
5454,CA,Missing,1,1,0,0,1,Senior Data Engineer,140000-159999,data_engineer,"['Linux', 'SQL', 'PostgreSQL', 'JavaScript', 'Ruby', 'Hadoop', 'Scala', 'Kafka', 'Spark', 'Python']",10,WeedMaps,3,12.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,1,0,0,0,0
5455,CA,Missing,0,0,0,0,1,Senior Big Data Engineer,140000-159999,data_engineer,"['Akka', 'Data Mining', 'Hadoop', 'Scala', 'Kafka', 'CI/CD', 'Maven', 'Spark', 'Git', 'SSH', 'Shell Scripting']",11,Grid Dynamics,4,2.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,1,0,0,0,0
5456,CA,Missing,1,0,1,1,1,Sr Data Engineer,140000-159999,data_engineer,"['Pig', 'TensorFlow', 'Hive', 'Data Mining', 'Machine Learning', 'Hadoop', 'R', 'C/C++', 'Sentiment Analytics', 'Java', 'Natural Language Processing', 'Spark', 'Python']",13,Oath Inc,4,33.0,Telecommunications,0,0,0,0,0,0,0,0,0,0,0,1,missing,0,0,1,1,1,1,0,0,0,0
5457,CA,Missing,1,1,1,1,1,Data Engineer - Business Growth,140000-159999,data_engineer,"['Pig', 'Linux', 'Hive', 'Machine Learning', 'Hadoop', 'Kafka', 'Scala', 'R', 'C/C++', 'SQL', 'Big Data', 'Java', 'Spark', 'Troubleshooting', 'Shell Scripting', 'Python']",16,JD.com,4,8.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,1,0,0,0,0
5458,CA,Missing,1,1,0,0,0,Data Engineer Tech Lead,140000-159999,data_engineer,"['SQL', 'Java', 'NoSQL', 'Python']",4,Dropbox,4,23.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,0,1,1,1,0,0,0,0
5459,NY,Missing,1,1,1,0,0,Senior Data Engineer,140000-159999,data_engineer,"['JavaScript', 'Machine Learning', 'DynamoDB', 'Scala', 'SQL', 'Java', 'S3', 'Spark', 'Kubernetes', 'Python', 'AWS']",11,ZocDoc,4,45.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",0,0,1,1,1,0,1,0,0,0
5460,CA,Less than $1B (USD),0,1,0,0,1,Data Engineer IV,140000-159999,data_engineer,"['Hive', 'OBIEE', 'Power BI', 'Google Cloud Platform', 'Azure', 'SQL', 'JSON', 'Apache', 'Big Data', 'Node.js', 'C#', 'Design Experience', 'Informatica', 'Jenkins', 'Jira', 'Chef', 'Hadoop', 'Scala', 'Tableau', '.Net']",20,The Clorox Company,4,509.0,Consumer Goods and Services,0,0,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",1,0,0,0,1,1,0,0,0,0
5461,CA,Missing,1,1,1,0,0,Senior Data Engineer,140000-159999,data_engineer,"['Linux', 'Ruby', 'Machine Learning', 'Scripting', 'SQL', 'Tableau', 'S3', 'Git', 'Docker', 'PostgreSQL', 'Python', 'Jenkins']",12,Omada Health,4,5.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,1,0,0,0,1,1,0,0,0,0
5462,,Missing,0,0,0,0,0,Principal Data Engineer,140000-159999,data_engineer,"['Technical Writing', 'Kafka', 'Big Data', 'Java', 'Cassandra', 'Spark', 'Design Experience']",7,Enlighted,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,1,1,0,0,0,0,0
5463,CA,Missing,1,0,0,0,0,Software Engineer - Data Engineering,140000-159999,data_engineer,"['Network', 'Kafka', 'DynamoDB', 'Java', 'MySQL', 'Cassandra', 'Spark', 'NoSQL', 'PostgreSQL', 'Python', 'AWS']",11,Grand Rounds,4,11.0,Health Care,0,0,0,0,0,0,0,0,0,1,0,0,"Less than 10,000",0,0,1,1,1,1,0,0,0,0
5464,VA,$5B to $10B (USD),1,0,1,1,1,Chief Data Engineer,140000-159999,data_engineer,"['TensorFlow', 'Machine Learning', 'Go', 'Hadoop', 'Kafka', 'R', 'C/C++', 'Big Data', 'Java', 'Spark', 'Design Experience', 'Python']",12,Booz Allen Hamilton,4,1733.0,Consulting and Business Services,0,0,0,0,0,0,1,0,0,0,0,0,"10,000+",0,0,1,1,1,0,0,1,0,0
5465,CA,Missing,1,0,0,0,1,Senior Data Engineer - International Data Engineering (Ecomm...,140000-159999,data_engineer,"['Pig', 'Hive', 'Hadoop', 'Kafka', 'Oracle', 'Teradata', 'Tableau', 'Java', 'IaaS', 'Spark', 'Python']",11,Walmart eCommerce,4,252.0,Internet and Software,0,0,0,0,0,0,0,1,0,0,0,0,"Less than 10,000",1,0,1,1,1,1,0,0,0,0
5466,,Missing,1,1,0,0,1,Data Engineer,140000-159999,data_engineer,"['Spark', 'Hadoop', 'Perl', 'Python', 'SQL']",5,All-In Analytics,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,1,0,1,0,0,0,0,0
5467,WA,Less than $1B (USD),1,0,0,0,0,"Principal Big Data Engineer - Zillow Offers (Airflow, Spark,...",140000-159999,data_engineer,"['Java', 'Splunk', 'Hive', 'Spark', 'Scala', 'Python', 'AWS']",7,Zillow Group,4,80.0,Real Estate,0,1,0,0,0,0,0,0,0,0,0,1,"Less than 10,000",0,0,1,1,1,0,0,0,0,0
5468,CA,Missing,0,1,0,0,0,"Lead Data Engineer (Outward, Inc.)",140000-159999,data_engineer,"['Java', 'Data Warehouse', 'XML', 'XSLT', 'GraphQL', 'Solr', 'SQL', 'Elasticsearch', 'AWS']",9,"Williams-Sonoma, Inc.",4,1690.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,1,0,0,0,0
5469,,Missing,1,0,0,0,0,Senior Big Data Engineer,140000-159999,data_engineer,"['Linux', 'Docker', 'NoSQL', 'Kafka', 'Scala', 'Ansible', 'Python', 'Elasticsearch']",8,Exabeam,0,0.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,0,1,0,0,0,0,0
5470,WA,Missing,0,1,0,0,1,Principal Data Engineer WotC,140000-159999,data_engineer,"['Big Data', 'Spark', 'Hadoop', 'Azure', 'SQL', 'AWS']",6,Hasbro Inc.,4,417.0,Consumer Goods and Services,0,1,0,0,0,0,0,0,0,0,0,1,missing,0,0,1,0,1,0,0,0,0,0
5471,VA,Missing,1,1,0,1,0,Data Engineer,140000-159999,data_engineer,"['Java', 'Ruby', 'TS/SCI Clearance', 'R', 'Python', 'SQL', 'AWS']",7,Axiologic Solutions,4,5.0,Not Listed,0,0,0,0,0,0,0,0,0,0,0,0,missing,0,0,0,1,1,0,0,1,0,0
5472,NJ,Missing,1,0,1,1,1,Senior Data Engineer,140000-159999,data_engineer,"['Hive', 'Machine Learning', 'Hadoop', 'Scala', 'Kafka', 'R', 'Azure', 'HBase', 'Java', '.Net', 'Big Data', 'Spark', 'C#', 'NoSQL', 'Python']",15,Jet.com,4,183.0,Internet and Software,0,0,0,0,0,1,0,1,0,0,0,0,"Less than 10,000",0,0,1,1,1,0,0,0,0,0
